task_id,trajectory,instruction,n_targets,n_trails,n_segments,min_start,max_end,horizon_steps
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom and set it on the bed; selanjutnya, go to living room and retrieve the vase","Ambil towel dari bathroom, kemudian move ke bedroom and set it on the bed; selanjutnya, go to living room and retrieve the vase",3,3,11,2,129,128
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil teapot dari living room, kemudian move ke bathroom dan set it on the toilet paper dispenser; selanjutnya, go to kitchen and retrieve the picture","Ambil teapot dari living room, kemudian move ke bathroom dan set it on the toilet paper dispenser; selanjutnya, go to kitchen and retrieve the picture",3,3,11,3,163,161
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil photo dari bedroom, kemudian move ke bathroom dan set it on the sink; selanjutnya, go to living room and retrieve the coffee mug","Ambil photo dari bedroom, kemudian move ke bathroom dan set it on the sink; selanjutnya, go to living room and retrieve the coffee mug",3,3,11,2,191,190
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil telephone dari bedroom, kemudian move ke bathroom dan set it on the recycle bin; selanjutnya, go to kitchen and retrieve the candle holder","Ambil telephone dari bedroom, kemudian move ke bathroom dan set it on the recycle bin; selanjutnya, go to kitchen and retrieve the candle holder",3,3,11,3,165,163
3,/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Masuk ke bedroom dan pick up the blanket lalu place it on the pouffe; kemudian move ke bathroom and retrieve the towel from there,Masuk ke bedroom dan pick up the blanket lalu place it on the pouffe; kemudian move ke bathroom and retrieve the towel from there,3,3,11,6,128,123
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil candle dari bedroom, kemudian move ke kitchen dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the bath towel","Ambil candle dari bedroom, kemudian move ke kitchen dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the bath towel",3,3,11,1,143,143
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil trashcan dari bedroom, kemudian move ke living room and place it neatly on the table; selanjutnya, go to kitchen and retrieve the picture","Ambil trashcan dari bedroom, kemudian move ke living room and place it neatly on the table; selanjutnya, go to kitchen and retrieve the picture",3,3,11,5,105,101
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil soap dispenser dari bathroom, kemudian move ke bedroom dan set it on the end table; selanjutnya, go to laundry room and retrieve the box","Ambil soap dispenser dari bathroom, kemudian move ke bedroom dan set it on the end table; selanjutnya, go to laundry room and retrieve the box",3,3,11,6,134,129
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel bar dari bathroom, kemudian move ke bedroom dan set it on the shade rail; selanjutnya, go to living room and retrieve the remote control","Ambil towel bar dari bathroom, kemudian move ke bedroom dan set it on the shade rail; selanjutnya, go to living room and retrieve the remote control",3,3,11,11,127,117
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom dan set it on the ornament; selanjutnya, go to kitchen and retrieve the dishwasher","Ambil towel dari bathroom, kemudian move ke bedroom dan set it on the ornament; selanjutnya, go to kitchen and retrieve the dishwasher",3,3,11,5,138,134
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil toy dari bedroom, kemudian move ke living room dan set it on the box; selanjutnya, go to bathroom and retrieve the washcloth","Ambil toy dari bedroom, kemudian move ke living room dan set it on the box; selanjutnya, go to bathroom and retrieve the washcloth",3,3,11,3,112,110
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil flowerpot dari living room, kemudian move ke bedroom and place it on the bed; selanjutnya, go to bathroom and retrieve the towel","Ambil flowerpot dari living room, kemudian move ke bedroom and place it on the bed; selanjutnya, go to bathroom and retrieve the towel",3,3,11,6,371,366
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil blanket dari bedroom, kemudian move ke living room dan set it on the sideboard; selanjutnya, go to kitchen and retrieve the box","Ambil blanket dari bedroom, kemudian move ke living room dan set it on the sideboard; selanjutnya, go to kitchen and retrieve the box",3,3,11,4,118,115
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil vase dari bedroom, kemudian move ke kitchen dan set it on the microwave; selanjutnya, go to bathroom and retrieve the towel","Ambil vase dari bedroom, kemudian move ke kitchen dan set it on the microwave; selanjutnya, go to bathroom and retrieve the towel",3,3,11,1,269,269
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plant dari bedroom, kemudian move ke living room dan set it on the pouffe; selanjutnya, go to bathroom and retrieve the towel","Ambil plant dari bedroom, kemudian move ke living room dan set it on the pouffe; selanjutnya, go to bathroom and retrieve the towel",3,3,11,3,115,113
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil painting dari bedroom, kemudian move ke living room dan set it on the table; selanjutnya, go to kitchen and retrieve the tray","Ambil painting dari bedroom, kemudian move ke living room dan set it on the table; selanjutnya, go to kitchen and retrieve the tray",3,3,11,6,231,226
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari office, kemudian move ke living room and place it on the shelf; selanjutnya, go to dining room and retrieve the plate","Ambil book dari office, kemudian move ke living room and place it on the shelf; selanjutnya, go to dining room and retrieve the plate",3,3,11,6,242,237
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil hanger dari bedroom, kemudian move ke laundry room and set it on the clothes dryer; selanjutnya, go to hall and retrieve the jacket","Ambil hanger dari bedroom, kemudian move ke laundry room and set it on the clothes dryer; selanjutnya, go to hall and retrieve the jacket",2,2,10,9,170,162
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke living room dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the towel","Ambil picture dari bedroom, kemudian move ke living room dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the towel",3,3,10,4,141,138
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil doormat dari bedroom & living room, kemudian move ke dining room and place it neatly on the carpet; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil doormat dari bedroom & living room, kemudian move ke dining room and place it neatly on the carpet; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",2,2,10,18,154,137
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Berpindah ke bedroom dan pick up the bag lalu place it on the bed; kemudian move to the bathroom and retrieve the tap from there, terakhir, move to the living room and set down the bag near the console","Berpindah ke bedroom dan pick up the bag lalu place it on the bed; kemudian move to the bathroom and retrieve the tap from there, terakhir, move to the living room and set down the bag near the console",2,2,10,23,160,138
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Berpindah ke bedroom dan pick up the lamp lalu place it on the nightstand; kemudian move to bathroom and retrieve the cosmetics from there, terakhir, move to living room and set it down neatly on the coffee table","Berpindah ke bedroom dan pick up the lamp lalu place it on the nightstand; kemudian move to bathroom and retrieve the cosmetics from there, terakhir, move to living room and set it down neatly on the coffee table",1,1,10,4,71,68
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Berpindah ke bedroom dan pick up the basket from there; kemudian move to bathroom and retrieve the stack of towels; terakhir, move to living room and place it near the chair","Berpindah ke bedroom dan pick up the basket from there; kemudian move to bathroom and retrieve the stack of towels; terakhir, move to living room and place it near the chair",2,2,10,15,115,101
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke bathroom dan pick up the liquid soap; kemudian move ke bedroom and place it on the dresser; setelah itu, go to the living room and retrieve the rug","Pergi ke bathroom dan pick up the liquid soap; kemudian move ke bedroom and place it on the dresser; setelah itu, go to the living room and retrieve the rug",2,2,10,1,101,101
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the doormat, lalu move to dining room and place it neatly on the shelf","Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the doormat, lalu move to dining room and place it neatly on the shelf",3,3,9,3,187,185
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen and place it on the shelf; selanjutnya, go to bathroom and retrieve the soap","Ambil picture dari bedroom, kemudian move ke kitchen and place it on the shelf; selanjutnya, go to bathroom and retrieve the soap",3,3,9,12,104,93
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari office, kemudian move ke kitchen dan set it on the dining table; selanjutnya, go to bedroom and retrieve the book","Ambil box dari office, kemudian move ke kitchen dan set it on the dining table; selanjutnya, go to bedroom and retrieve the book",3,3,9,3,196,194
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil perfume dari bathroom, kemudian move ke bedroom dan set it on the dresser; selanjutnya, go to kitchen and retrieve the fruit bowl","Ambil perfume dari bathroom, kemudian move ke bedroom dan set it on the dresser; selanjutnya, go to kitchen and retrieve the fruit bowl",3,3,9,17,137,121
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari kitchen, kemudian move ke dining room and place it on the couch; selanjutnya, go to office and retrieve the flowerpot","Ambil book dari kitchen, kemudian move ke dining room and place it on the couch; selanjutnya, go to office and retrieve the flowerpot",3,3,9,4,102,99
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil vase dari living room, kemudian move ke bathroom and set it on the sink; selanjutnya, go to bedroom and retrieve the book","Ambil vase dari living room, kemudian move ke bathroom and set it on the sink; selanjutnya, go to bedroom and retrieve the book",3,3,9,3,133,131
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari bedroom, kemudian move ke kitchen dan set it on the table; selanjutnya, go to bathroom and retrieve the towel bar","Ambil book dari bedroom, kemudian move ke kitchen dan set it on the table; selanjutnya, go to bathroom and retrieve the towel bar",3,3,9,3,139,137
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke dining room and place it on the coffee table; selanjutnya, go to laundry room and retrieve the book","Ambil picture dari bedroom, kemudian move ke dining room and place it on the coffee table; selanjutnya, go to laundry room and retrieve the book",3,3,9,3,175,173
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom, kemudian move ke dining room and place it neatly on the shelf; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil box dari bedroom, kemudian move ke dining room and place it neatly on the shelf; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,9,3,148,146
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the soap dispenser","Ambil picture dari bedroom, kemudian move ke kitchen dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the soap dispenser",3,3,9,10,130,121
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke rec room dan set it on the exercise machine; selanjutnya, go to bathroom and retrieve the towel","Ambil picture dari bedroom, kemudian move ke rec room dan set it on the exercise machine; selanjutnya, go to bathroom and retrieve the towel",3,3,9,12,77,66
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil tissue box dari bathroom, kemudian move ke bedroom dan set it on the dresser; selanjutnya, go to kitchen and retrieve the cutting board","Ambil tissue box dari bathroom, kemudian move ke bedroom dan set it on the dresser; selanjutnya, go to kitchen and retrieve the cutting board",2,2,9,5,137,133
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil lamp dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the kitchen cabinet drawer","Ambil lamp dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the kitchen cabinet drawer",3,3,9,3,166,164
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom, kemudian move ke living room dan set it on the chair; selanjutnya, go to bathroom and retrieve the toilet brush","Ambil box dari bedroom, kemudian move ke living room dan set it on the chair; selanjutnya, go to bathroom and retrieve the toilet brush",2,2,8,4,85,82
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke bedroom dan pick up the tray; kemudian move ke bathroom and place it near the sink; setelah itu, go to the living room and retrieve the fire extinguisher","Pergi ke bedroom dan pick up the tray; kemudian move ke bathroom and place it near the sink; setelah itu, go to the living room and retrieve the fire extinguisher",2,2,8,8,136,129
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil cloth dari tie bedroom & dining room, kemudian move ke living room and place it neatly on the sofa; selanjutnya, go to bathroom and retrieve the toilet brush","Ambil cloth dari tie bedroom & dining room, kemudian move ke living room and place it neatly on the sofa; selanjutnya, go to bathroom and retrieve the toilet brush",2,2,8,3,144,142
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil bowl of fruit dari bedroom, kemudian move ke bathroom dan set it on the towel bar; selanjutnya, go to office and retrieve the coffee machine","Ambil bowl of fruit dari bedroom, kemudian move ke bathroom dan set it on the towel bar; selanjutnya, go to office and retrieve the coffee machine",2,2,8,13,151,139
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil flower vase dari kitchen, kemudian move ke bedroom and set it on the dresser; selanjutnya, go to bathroom and retrieve the towel from there","Ambil flower vase dari kitchen, kemudian move ke bedroom and set it on the dresser; selanjutnya, go to bathroom and retrieve the towel from there",2,2,8,13,110,98
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil cabinet dari bedroom ke living room, kemudian move ke bathroom dan retrieve the towel","Ambil cabinet dari bedroom ke living room, kemudian move ke bathroom dan retrieve the towel",2,2,8,4,97,94
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil lamp dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the oven","Ambil lamp dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the oven",3,3,7,3,159,157
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil hat dari bedroom, kemudian move ke bathroom dan set it on the rack; selanjutnya, go to laundry room and retrieve the basket","Ambil hat dari bedroom, kemudian move ke bathroom dan set it on the rack; selanjutnya, go to laundry room and retrieve the basket",2,2,7,11,84,74
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil vase dari bedroom, kemudian move ke bathroom dan set it on the sink cabinet; selanjutnya, go to living room and retrieve the decorative plant","Ambil vase dari bedroom, kemudian move ke bathroom dan set it on the sink cabinet; selanjutnya, go to living room and retrieve the decorative plant",3,3,7,9,143,135
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil vase dari bedroom, kemudian move ke kitchen dan set it on the shelf; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil vase dari bedroom, kemudian move ke kitchen dan set it on the shelf; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,7,3,75,73
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom & hall, kemudian move ke living room dan set it on the drawer; selanjutnya, go to bathroom and retrieve the toilet paper","Ambil box dari bedroom & hall, kemudian move ke living room dan set it on the drawer; selanjutnya, go to bathroom and retrieve the toilet paper",3,3,7,3,180,178
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil knife dari kitchen, kemudian move ke bedroom dan set it on the bed; selanjutnya, go to office and retrieve the computer mouse","Ambil knife dari kitchen, kemudian move ke bedroom dan set it on the bed; selanjutnya, go to office and retrieve the computer mouse",3,3,7,7,117,111
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari office, kemudian move ke bedroom and set it on the bed; selanjutnya, go to bathroom and retrieve the toilet paper","Ambil picture dari office, kemudian move ke bedroom and set it on the bed; selanjutnya, go to bathroom and retrieve the toilet paper",3,3,7,3,195,193
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plate dari living room, kemudian move ke kitchen dan set it on the tray; selanjutnya, go to bedroom and retrieve the clock","Ambil plate dari living room, kemudian move ke kitchen dan set it on the tray; selanjutnya, go to bedroom and retrieve the clock",3,3,7,5,87,83
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke kitchen dan pick up the basket of something; kemudian move to bedroom and retrieve the hanger, lalu go to bathroom and place it on the mat","Pergi ke kitchen dan pick up the basket of something; kemudian move to bedroom and retrieve the hanger, lalu go to bathroom and place it on the mat",3,3,7,3,53,51
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil smoke detector dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the kitchen countertop item","Ambil smoke detector dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the kitchen countertop item",3,3,7,3,142,140
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the kitchen cabinet drawer","Ambil box dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to kitchen and retrieve the kitchen cabinet drawer",3,3,7,3,154,152
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil dumbbell dari living room, kemudian move ke bathroom dan set it on the sink cabinet; selanjutnya, go to bedroom and retrieve the alarm clock","Ambil dumbbell dari living room, kemudian move ke bathroom dan set it on the sink cabinet; selanjutnya, go to bedroom and retrieve the alarm clock",3,3,7,4,88,85
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil decorative plate dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil decorative plate dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,7,14,201,188
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom and set it on the wardrobe; selanjutnya, go to living room and retrieve the painting","Ambil towel dari bathroom, kemudian move ke bedroom and set it on the wardrobe; selanjutnya, go to living room and retrieve the painting",2,2,6,4,78,75
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the bathroom towel","Ambil box dari bedroom, kemudian move ke living room dan set it on the coffee table; selanjutnya, go to bathroom and retrieve the bathroom towel",2,2,6,3,106,104
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bathroom, kemudian move ke bedroom and set it on the shelf; selanjutnya, go to laundry room and retrieve box","Ambil towel dari bathroom, kemudian move ke bedroom and set it on the shelf; selanjutnya, go to laundry room and retrieve box",2,2,6,23,182,160
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil magazine dari living room, kemudian move ke kitchen dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the toilet paper dispenser","Ambil magazine dari living room, kemudian move ke kitchen dan set it on the cabinet; selanjutnya, go to bathroom and retrieve the toilet paper dispenser",3,3,6,8,93,86
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil painting dari living room, kemudian move ke bedroom and set it on the cabinet; selanjutnya, go to bathroom and retrieve the toilet paper","Ambil painting dari living room, kemudian move ke bedroom and set it on the cabinet; selanjutnya, go to bathroom and retrieve the toilet paper",2,2,6,13,82,70
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil note dari bedroom, kemudian move ke living room dan set it on the console pad charger; selanjutnya, go to bathroom and retrieve the toilet paper","Ambil note dari bedroom, kemudian move ke living room dan set it on the console pad charger; selanjutnya, go to bathroom and retrieve the toilet paper",2,2,6,6,88,83
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Pergi ke bathroom dan pick up the toilet brush; kemudian move ke bedroom and retrieve the lamp, lalu move to living room and place it neatly on the table","Pergi ke bathroom dan pick up the toilet brush; kemudian move ke bedroom and retrieve the lamp, lalu move to living room and place it neatly on the table",2,2,6,1,74,74
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari Bedroom, kemudian move ke Office dan set it on the light; selanjutnya, go to Bathroom and retrieve the bottle of detergent","Ambil picture dari Bedroom, kemudian move ke Office dan set it on the light; selanjutnya, go to Bathroom and retrieve the bottle of detergent",2,2,6,3,110,108
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari kitchen, kemudian move ke bedroom dan set it on the table; selanjutnya, go to bathroom and retrieve the towel","Ambil picture dari kitchen, kemudian move ke bedroom dan set it on the table; selanjutnya, go to bathroom and retrieve the towel",2,2,6,13,138,126
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil casket dari bedroom, kemudian move ke bathroom dan set it on the toilet brush; selanjutnya, go to kitchen and retrieve the bread","Ambil casket dari bedroom, kemudian move ke bathroom dan set it on the toilet brush; selanjutnya, go to kitchen and retrieve the bread",3,3,5,3,95,93
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil lamp dari bedroom, kemudian move ke bathroom dan set it on the wash cabinet; selanjutnya, go to kitchen and retrieve the kitchen cabinet drawer","Ambil lamp dari bedroom, kemudian move ke bathroom dan set it on the wash cabinet; selanjutnya, go to kitchen and retrieve the kitchen cabinet drawer",3,3,5,3,129,127
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil tissue box dari living room, kemudian move ke kitchen dan set it on the counter; selanjutnya, go to bathroom and retrieve soap dispenser","Ambil tissue box dari living room, kemudian move ke kitchen dan set it on the counter; selanjutnya, go to bathroom and retrieve soap dispenser",3,3,5,6,81,76
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil newspaper dari bedroom, kemudian move ke kitchen and place it neatly on the dining table; selanjutnya, go to bathroom and retrieve the bathroom towel","Ambil newspaper dari bedroom, kemudian move ke kitchen and place it neatly on the dining table; selanjutnya, go to bathroom and retrieve the bathroom towel",3,3,5,6,84,79
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plant dari bedroom & hall, kemudian move ke living room dan set it on the chest; selanjutnya, go to kitchen and retrieve the bottles of wine","Ambil plant dari bedroom & hall, kemudian move ke living room dan set it on the chest; selanjutnya, go to kitchen and retrieve the bottles of wine",3,3,5,3,186,184
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil box dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to living room and retrieve the doormat","Ambil box dari bedroom, kemudian move ke bathroom dan set it on the washbasin; selanjutnya, go to living room and retrieve the doormat",3,3,5,3,157,155
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plate dari kitchen, kemudian move ke bedroom and set it on the dresser; selanjutnya, go to bathroom and retrieve the tissue box","Ambil plate dari kitchen, kemudian move ke bedroom and set it on the dresser; selanjutnya, go to bathroom and retrieve the tissue box",3,3,5,6,70,65
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil towel dari bedroom, kemudian move ke bathroom and set it on the sink; selanjutnya, go to kitchen and retrieve the bottle","Ambil towel dari bedroom, kemudian move ke bathroom and set it on the sink; selanjutnya, go to kitchen and retrieve the bottle",3,3,5,4,106,103
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke office dan set it on the table; selanjutnya, go to bathroom and retrieve the bathroom towel","Ambil picture dari bedroom, kemudian move ke office dan set it on the table; selanjutnya, go to bathroom and retrieve the bathroom towel",2,2,4,14,105,92
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil picture dari bedroom, kemudian move ke bathroom dan set it on the shelf; selanjutnya, go to kitchen and retrieve the bowl of fruit","Ambil picture dari bedroom, kemudian move ke bathroom dan set it on the shelf; selanjutnya, go to kitchen and retrieve the bowl of fruit",2,2,4,11,96,86
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil bowl of fruit dari kitchen, kemudian move ke bedroom dan set it on the nightstand; selanjutnya, go to bathroom and retrieve the towel","Ambil bowl of fruit dari kitchen, kemudian move ke bedroom dan set it on the nightstand; selanjutnya, go to bathroom and retrieve the towel",2,2,4,44,94,51
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil door dari bedroom, kemudian move ke bathroom and set it on the sink cabinet; selanjutnya, go to kitchen and retrieve the spice rack","Ambil door dari bedroom, kemudian move ke bathroom and set it on the sink cabinet; selanjutnya, go to kitchen and retrieve the spice rack",1,1,3,4,27,24
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil book dari bedroom, kemudian move ke kitchen and place it neatly on the mixer; selanjutnya, go to bathroom and retrieve the toilet paper","Ambil book dari bedroom, kemudian move ke kitchen and place it neatly on the mixer; selanjutnya, go to bathroom and retrieve the toilet paper",2,2,3,16,80,65
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Berpindah ke bedroom dan pick up the box from there, kemudian move to living room and place it near the door; selanjutnya, move to bathroom and retrieve the rack from there","Berpindah ke bedroom dan pick up the box from there, kemudian move to living room and place it near the door; selanjutnya, move to bathroom and retrieve the rack from there",2,2,2,14,44,31
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil keyboard piano dari office, kemudian move ke products and set it neatly on top; selanjutnya, go to price tag and retrieve the tag","Ambil keyboard piano dari office, kemudian move ke products and set it neatly on top; selanjutnya, go to price tag and retrieve the tag",1,1,1,3,46,44
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil blanket dari bedroom, kemudian move ke bathroom dan set it on the towel ring; selanjutnya, go to kitchen and retrieve the microwave","Ambil blanket dari bedroom, kemudian move ke bathroom dan set it on the towel ring; selanjutnya, go to kitchen and retrieve the microwave",1,1,1,26,37,12
3,"/home/aimldl/navgen_without_gpt4/nav_gen/task/3/Ambil plush toy dari bedroom, kemudian move ke living room dan set it on the basket; selanjutnya, go to hall and retrieve the bag","Ambil plush toy dari bedroom, kemudian move ke living room dan set it on the basket; selanjutnya, go to hall and retrieve the bag",1,1,1,14,61,48
4,"/home/aimldl/navgen_without_gpt4/nav_gen/task/4/Ambil book dari bedroom, kemudian move ke living room dan set it on the couch; selanjutnya, go to tie area and retrieve the tv stand, lalu move ke kitchen and place it neatly under the microwave","Ambil book dari bedroom, kemudian move ke living room dan set it on the couch; selanjutnya, go to tie area and retrieve the tv stand, lalu move ke kitchen and place it neatly under the microwave",4,4,40,3,419,417
4,"/home/aimldl/navgen_without_gpt4/nav_gen/task/4/Ambil lamp dari bedroom, kemudian move ke living room dan set it on the sofa; selanjutnya, go to bathroom and retrieve the toilet paper, lalu move ke kitchen and place it neatly on the shelf","Ambil lamp dari bedroom, kemudian move ke living room dan set it on the sofa; selanjutnya, go to bathroom and retrieve the toilet paper, lalu move ke kitchen and place it neatly on the shelf",4,4,36,4,233,230
4,"/home/aimldl/navgen_without_gpt4/nav_gen/task/4/Ambil picture dari rec room, kemudian move ke bedroom dan set it on the bed; selanjutnya, go to bathroom and retrieve the towel, lalu move ke living room dan place it neatly on the tv","Ambil picture dari rec room, kemudian move ke bedroom dan set it on the bed; selanjutnya, go to bathroom and retrieve the towel, lalu move ke living room dan place it neatly on the tv",4,4,34,3,476,474
4,"/home/aimldl/navgen_without_gpt4/nav_gen/task/4/Masuk ke rec room dan pick up the vacuum cleaner, kemudian move ke hall and place it near the door; lalu move to bedroom, pick up the lamp and place it on the bed","Masuk ke rec room dan pick up the vacuum cleaner, kemudian move ke hall and place it near the door; lalu move to bedroom, pick up the lamp and place it on the bed",4,4,34,0,381,382
